"POLLUTANT_CODE","POLLUTANT_DESC","SRS_ID","POLLUTANT_CATEGORY_CODE","CHEMICAL_FORMULA","CHEMICAL_ABSTRACT_SERVICE_NMBR","USER_FLAG","USER_ID","STATUS_FLAG","EPA_ID","CREATED_BY","CREATED_DATE","UPDATED_BY","UPDATED_DATE","SRS_SYSTEMATIC_NAME"
300000306,"HYDROFLUOROCARBONS","17297698","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000307,"MERCURY COMPOUNDS","650028","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000308,"KETONES","761437","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000309,"MERCURY COMPOUNDS (E650028)","650028","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000310,"NON-VOLATILE ORGANIC COMPOUNDS","761247","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000311,"ORGANIC ACIDS","761262","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000312,"ODORS","1647585","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000313,"OLEFINS","761254","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000314,"FINE PARTICULATES: HIGH PROBABILITY OF VIOLATION","1647536","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000315,"FINE PARTICULATES: LOW PROBABILITY OF VIOLATION","1647544","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000316,"PARAFFINS (ALKANES)","761270","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000317,"POLYBROM. BIPHENYLS","761288","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000318,"LEAD COMPOUNDS","17001926","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000319,"PARTICULATE MATTER < 10 UM","1647619","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000320,"PARTICULATE MATTER < 2.5 UM","1647635","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000321,"POLYCYCLIC ORGANIC MATTER","17000340","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000322,"TOTAL PARTICULATE MATTER","1647643","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000323,"POLLUTANT X","17133638","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000324,"REDUCED SILVER COMPOUNDS","761304","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000325,"Hexafluoroethane","6171","AIR","","76164","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,""
300000326,"Primary PM2.5 (filterables and condensibles)","524672300","AIR","","","",,"A","E524672300","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Primary PM2.5 (filterables and condensibles)"
300000327,"Primary PM10 (filterables and condensibles)","524672284","AIR","","","",,"A","E524672284","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Primary PM10 (filterables and condensibles)"
300000328,"ADMIN","","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_2745",12-MAR-15,""
300000329,"FACIL","","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_2745",12-MAR-15,""
300000330,"OTHER","","AIR","","","",,"A","","AIR_73",18-OCT-14,"AIR_2745",12-MAR-15,""
300000331,"Chromium","150060","AIR","","7440473","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Chromium"
300000332,"Perfluoroethane","6171","AIR","","76164","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, 1,1,1,2,2,2-hexafluoro-"
300000333,"Acetaldehyde","5280","AIR","C2H4O","75070","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Acetaldehyde"
300000334,"Trimethylamine","5629","AIR","C3H9N","75503","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Methanamine, N,N-dimethyl-"
200001481,"Tetrahydroxymethylphosphonium chloride, THPC","33613","","C4H12O4P.Cl","124641","",,"A","","SRUBIN",08-FEB-13,"SRUBIN",08-FEB-13,"Tetrakis[hydroxymethyl]phosphonium chloride"
300000000,"HFC-4310mee (1,1,1,2,2,3,4,5,5,5-decafluoropentane)","629832","AIR","","138495428","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-"
300000072,"Dibenzofuran","35709","AIR","","132649","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Dibenzofuran"
300000001,"2,3,7,8-Tetrachlorodibenzofuran","291005","AIR","","51207319","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Dibenzofuran, 2,3,7,8-tetrachloro-"
300000002,"Chromium, Hexavalent","212357","AIR","","18540299","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Chromium, hexavalent"
300000003,"Sulfide","212290","AIR","","18496258","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Sulfide"
300000004,"Fluoride","206706","AIR","","16984488","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Fluoride"
300000005,"NITROGEN OXIDES NO2","167924","AIR","","10102440","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"NITROGEN OXIDES NO2"
300000006,"NITROGEN OXIDES NO","167916","AIR","","10102439","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"NITROGEN OXIDES NO"
300000007,"NITROGEN OXIDES N2O ETC","166389","AIR","","10024972","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"NITROGEN OXIDES N2O ETC"
300000008,"Toxaphene","156919","AIR","","8001352","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Toxaphene"
300000009,"Phosphine","156588","AIR","","7803512","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phosphine"
300000010,"Hydrogen sulfide","154518","AIR","","7783064","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrogen sulfide (H2S)"
300000011,"Chlorine","154328","AIR","","7782505","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Chlorine"
300000012,"Selenium","154310","AIR","","7782492","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Selenium"
300000013,"Phosphorus","153049","AIR","","7723140","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phosphorus"
300000014,"Nitric acid","152686","AIR","","7697372","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Nitric acid"
300000015,"Sulfuric acid","152405","AIR","","7664939","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Sulfuric acid"
300000016,"Ammonia","152389","AIR","","7664417","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ammonia"
300000017,"Hydrofluoric acid","152371","AIR","","7664393","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrofluoric acid"
300000018,"Hydrochloric acid","152231","AIR","","7647010","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrochloric acid"
300000019,"Titanium tetrachloride","151449","AIR","","7550450","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Titanium chloride (TiCl4) (T-4)-"
300000020,"Sulfur trioxide","150375","AIR","","7446119","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Sulfur trioxide"
300000023,"Zinc","150235","AIR","","7440666","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Zinc"
300000024,"Copper","150086","AIR","","7440508","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Copper"
300000025,"Cadmium","150029","AIR","","7440439","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Cadmium"
300000026,"Beryllium","150003","AIR","","7440417","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Beryllium"
300000027,"Barium","149997","AIR","","7440393","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Barium"
300000028,"Arsenic","149989","AIR","","7440382","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Arsenic"
300000030,"Antimony","149963","AIR","","7440360","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Antimony"
300000031,"Titanium","149930","AIR","","7440326","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Titanium"
300000032,"Tin","149922","AIR","","7440315","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Tin"
300000033,"Thallium","149898","AIR","","7440280","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Thallium"
300000035,"Nickel","149674","AIR","","7440020","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Nickel"
300000036,"Mercury","149633","AIR","","7439976","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Mercury"
300000037,"Manganese","149625","AIR","","7439965","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Manganese"
300000038,"Lead","149583","AIR","","7439921","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Lead"
300000039,"Aluminum","149476","AIR","","7429905","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Aluminum"
300000040,"Crotonaldehyde","122135","AIR","","4170303","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Butenal"
300000041,"Sulfur hexafluoride","104364","AIR","","2551624","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Sulfur fluoride (SF6), (OC-6-11)-"
300000042,"2,3,7,8-Tetrachlorodibenzo-p-dioxin","91918","AIR","","1746016","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Dibenzo[b,e][1,4]dioxin, 2,3,7,8-tetrachloro-"
300000043,"Aldicarb sulfoxide","90084","AIR","","1646873","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propanal, 2-methyl-2-(methylsulfinyl)-, O-[(methylamino)carbonyl]oxime"
300000044,"Trifluralin","89060","AIR","","1582098","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzenamine, 2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)-"
300000045,"Polychlorinated biphenyls","85878","AIR","","1336363","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,1 - biphenyl,chloro derivs."
300000046,"Hydrogen","85555","AIR","","1333740","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrogen"
300000047,"ASBESTOS","85282","AIR","","1332214","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"ASBESTOS"
300000048,"Xylene","84970","AIR","","1330207","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, dimethyl-"
300000049,"Cresol","83550","AIR","","1319773","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, methyl-"
300000050,"Dimethylphenol","81836","AIR","","1300716","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, dimethyl-"
300000051,"HFC-236ea (1,1,1,2,3,3-hexafluoropropane)","685651","AIR","","431630","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propane, 1,1,1,2,3,3-hexafluoro-"
300000052,"HFC-236fa (1,1,1,3,3,3-hexafluoropropane)","67694","AIR","","690391","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propane, 1,1,1,3,3,3-hexafluoro-"
300000053,"Hexamethylphosphoramide","67314","AIR","","680319","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phosphoric triamide, hexamethyl-"
300000054,"Toluene-2,4-diisocyanate","55939","AIR","","584849","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 2,4-diisocyanato-1-methyl-"
300000057,"1,3-Dichloropropene","52449","AIR","","542756","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1-Propene, 1,3-dichloro-"
300000058,"4,6-Dinitro-o-cresol","51102","AIR","","534521","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 2-methyl-4,6-dinitro-"
300000059,"Chlorobenzilate","49320","AIR","","510156","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzeneacetic acid, 4-chloro-.alpha.-(4-chlorophenyl)-.alpha.-hydroxy-, ethyl ester"
300000060,"Carbonyl sulfide","46508","AIR","","463581","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Carbon oxide sulfide (COS)"
300000061,"HFC-227ea (1,1,1,2,3,3,3-heptafluoropropane)","45542","AIR","","431890","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propane, 1,1,1,2,3,3,3-heptafluoro-"
300000062,"HFC-143a","45104","AIR","","420462","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, 1,1,1-trifluoro-"
300000063,"Perfluorohexane","43679","AIR","","355420","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hexane, 1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluoro-"
300000064,"Perfluorobutane","43653","AIR","","355259","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Butane, 1,1,1,2,2,3,3,4,4,4-decafluoro-"
300000065,"HFC-125","43539","AIR","","354336","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, pentafluoro-"
300000066,"Hydrazine","41541","AIR","","302012","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrazine"
300000067,"Calcium cyanamide","40477","AIR","","156627","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Cyanamide, calcium salt (1:1)"
300000068,"Sodium cyanide","39305","AIR","","143339","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Sodium cyanide (Na(CN))"
300000069,"Ethyl acrylate","37929","AIR","","140885","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Propenoic acid, ethyl ester"
300000070,"Chloramben","35956","AIR","","133904","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzoic acid, 3-amino-2,5-dichloro-"
300000071,"Captan","35790","AIR","","133062","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-"
200001521,"Biotic Index","","","","","",,"A","","SRUBIN",08-MAR-13,"SRUBIN",08-MAR-13,"Biological integrity, biotic index"
200001562,"TDCPP [Tris[1,3-dichloro-2-propyl] phosphate]","189563","","C9H15Cl6O4P","13674878","",,"A","","SRUBIN",20-MAR-13,"SRUBIN",20-MAR-13,"2-Propanol, 1,3-dichloro-, phosphate [3:1]"
200001821,"Inorganic carbon","17294661","","","","",,"A","E17294661","SRUBIN",15-APR-14,"SRUBIN",15-APR-14,"Carbon, inorganic"
300000073,"Dimethyl phthalate","35295","AIR","","131113","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,2-Benzenedicarboxylic acid, dimethyl ester"
300000074,"Tetrachloroethylene","34157","AIR","","127184","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethene, tetrachloro-"
300000075,"Chloroprene","34090","AIR","","126998","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,3-Butadiene, 2-chloro-"
300000076,"Carbon dioxide","33548","AIR","","124389","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Carbon dioxide"
300000077,"1,4-Dioxane","33241","AIR","","123911","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,4-Dioxane"
300000078,"Propanal","32953","AIR","","123386","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propanal"
300000079,"Hydroquinone","32904","AIR","","123319","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,4-Benzenediol"
300000080,"1,2-Diphenylhydrazine","32425","AIR","","122667","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hydrazine, 1,2-diphenyl-"
300000081,"N,N-Dimethylaniline","31880","AIR","","121697","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzenamine, N,N-dimethyl-"
300000082,"Triethylamine","31708","AIR","","121448","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethanamine, N,N-diethyl-"
300000083,"2,4-Dinitrotoluene","31575","AIR","","121142","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1-methyl-2,4-dinitro-"
300000084,"1,2,4-Trichlorobenzene","31435","AIR","","120821","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,2,4-trichloro-"
300000085,"Anthracene","31013","AIR","","120127","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Anthracene"
300000086,"3,3-dimethylbenzidine","30940","AIR","","119937","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"[1,1' - biphenyl]-4,4'-diamine, 3,3'-dimethyl-"
300000087,"3,3'-dimethoxybenzidine","30924","AIR","","119904","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"[1,1' - biphenyl]-4,4'-diamine, 3,3'-dimethoxy-"
300000088,"Hexachlorobenzene","30346","AIR","","118741","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, hexachloro-"
300000089,"Di(2-ethylhexyl) phthalate","29934","AIR","","117817","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,2-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester"
300000090,"Propylene","29009","AIR","","115071","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1-Propene"
300000091,"Propoxur","28928","AIR","","114261","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 2-(1-methylethoxy)-, methylcarbamate"
300000092,"Bis(2-chloroethyl) ether","27532","AIR","","111444","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, 1,1'-oxybis[2-chloro-"
300000093,"Diethanolamine","27516","AIR","","111422","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethanol, 2,2'- iminobis - "
300000094,"Hexane","26740","AIR","","110543","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Hexane"
300000095,"Phenol","25510","AIR","","108952","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol"
300000096,"Chlorobenzene","25478","AIR","","108907","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, chloro-"
300000097,"Toluene","25452","AIR","","108883","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, methyl-"
300000098,"m-Cresol","25064","AIR","","108394","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 3-methyl-"
300000099,"m-Xylene","25056","AIR","","108383","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,3-dimethyl-"
300000100,"B3 PHENYLENEDIAMINE","23663","AIR","","108152","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"B3 PHENYLENEDIAMINE"
300000101,"Methyl isobutyl ketone","24851","AIR","","108101","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Pentanone, 4-methyl-"
300000102,"Vinyl acetate","24828","AIR","","108054","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Acetic acid ethenyl ester"
300000103,"Ethylene glycol","24257","AIR","","107211","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,2-Ethanediol"
300000104,"Acrylonitrile","24182","AIR","","107131","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Propenenitrile"
300000105,"1,2-Dichloroethane","24117","AIR","","107062","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, 1,2-dichloro-"
300000106,"Allyl chloride","24109","AIR","","107051","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1-Propene, 3-chloro-"
300000107,"Acrolein","24075","AIR","","107028","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Propenal"
300000108,"1,3-Butadiene","24042","AIR","","106990","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,3-Butadiene"
300000109,"Ethylene dibromide","23986","AIR","","106934","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethane, 1,2-dibromo-"
300000110,"Epichlorohydrin","23945","AIR","","106898","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Oxirane, (chloromethyl)-"
300000111,"p-Dichlorobenzene","23622","AIR","","106467","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,4-dichloro-"
300000112,"p-Cresol","23606","AIR","","106445","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 4-methyl-"
300000113,"p-Xylene","23580","AIR","","106423","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,4-dimethyl-"
300000114,"Caprolactam","22921","AIR","","105602","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2H-Azepin-2-one, hexahydro-"
300000115,"4,4'-methylenedianiline","20347","AIR","","101779","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzenamine, 4,4' - methylenebis - "
300000116,"4,4' - methylenedi (phenyl isocyanate)","20263","AIR","","101688","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,1'-methylenebis[4-isocyanato-"
300000117,"4,4' - methylenebis (2 - chloroaniline)","19943","AIR","","101144","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzenamine, 4,4'-methylenebis[2-chloro-"
300000118,"Benzyl chloride","19430","AIR","","100447","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, (chloromethyl)-"
300000119,"Styrene","19414","AIR","","100425","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, ethenyl-"
300000120,"Ethylbenzene","19406","AIR","","100414","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, ethyl-"
300000121,"p-Nitrophenol","19117","AIR","","100027","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 4-nitro-"
300000122,"Nitrobenzene","18408","AIR","","98953","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, nitro-"
300000123,"Acetophenone","18333","AIR","","98862","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Ethanone, 1-phenyl-"
300000124,"Cumene","18309","AIR","","98828","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, (1-methylethyl)-"
300000125,"Ethylene thiourea","16857","AIR","","96457","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"2-Imidazolidinethione"
300000126,"1,2-Dibromo-3-chloropropane","16618","AIR","","96128","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Propane, 1,2-dibromo-3-chloro-"
300000127,"2,4,5-Trichlorophenol","16519","AIR","","95954","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 2,4,5-trichloro-"
300000128,"2,4-Toluenediamine","16410","AIR","","95807","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,3-Benzenediamine, 4-methyl-"
300000129,"1,2,4-Trimethylbenzene","16261","AIR","","95636","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,2,4-trimethyl-"
300000130,"o-Toluidine","16196","AIR","","95534","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzenamine, 2-methyl-"
300000131,"o-Cresol","16147","AIR","","95487","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 2-methyl-"
300000132,"o-Xylene","16139","AIR","","95476","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Benzene, 1,2-dimethyl-"
300000133,"2,4-D","15651","AIR","","94757","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Acetic acid, (2,4-dichlorophenoxy)-"
300000134,"Benzidine","14498","AIR","","92875","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"[1,1' - biphenyl]-4,4'-diamine"
300000135,"Biphenyl","14183","AIR","","92524","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,1'-biphenyl"
300000136,"3,3'-dichlorobenzidine","13755","AIR","","91941","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"[1,1' - biphenyl]-4,4'-diamine, 3,3'-dichloro-"
300000137,"Quinoline","13342","AIR","","91225","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Quinoline"
200001501,"1,2,3,4-Tetrachlorobenzene","65441","","C6H2Cl4","634662","",,"A","","SRUBIN",07-MAR-13,"SRUBIN",07-MAR-13,"Benzene, 1,2,3,4-tetrachloro-"
200001601,"Percent Base Saturation","","","","","",,"A","","SRUBIN",16-MAY-13,"SRUBIN",16-MAY-13,"Percent Base Saturation"
200001641,"3,4-Dinitrotoluene","59675","","C7H6N2O4","610399","",,"A","","SRUBIN",27-AUG-13,"SRUBIN",27-AUG-13,"Benzene, 4-methyl-1,2-dinitro-"
200001661,"Erosion","1646033","","","","",,"A","E1646033","SRUBIN",22-SEP-13,"SRUBIN",22-SEP-13,"Watershed, local erosion"
200001683,"Phosphorus pentoxide","83089","","O5P2","1314563","",,"A","","SRUBIN",22-NOV-13,"SRUBIN",22-NOV-13,"Phosphorus oxide [P2O5]"
200001901,"Potassium aluminum sulfate [Alum]","167163","","Al.2H2O4S.K","10043671","",,"A","","SRUBIN",15-OCT-14,"SRUBIN",15-OCT-14,"Sulfuric acid, aluminum potassium salt [2:1:1]"
200001762,"Run time","","","","","",,"A","","SRUBIN",04-MAR-14,"SRUBIN",04-MAR-14,"Run time"
300000138,"Naphthalene","13326","AIR","","91203","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Naphthalene"
300000139,"2,4,6-Trichlorophenol","11536","AIR","","88062","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, 2,4,6-trichloro-"
300000140,"Pentachlorophenol","11437","AIR","","87865","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"Phenol, pentachloro-"
300000141,"Hexachlorobutadiene","11346","AIR","","87683","",,"A","","AIR_73",18-OCT-14,"AIR_73",18-OCT-14,"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-"
